,Question,Answer
12681,This idea hasn't gripped me. What else did you come up with?,"Well I had to memorize the presentation, Robert, and it took a long time to build the swan, so-"
12682,"If your woman is like mine, I bet you come home to hear the same thing all the time. This paper is so hard. It scratches. Why can't there be a paper just for me? Well now there is. 'Papyr.' Paper for women. It's pink, scented and silky soft. Now, you can watch the game and she can write a letter to her sister.","The situation you described, returning home to a wife complaining about her paper being too masculine, is not one I'm familiar with."
12683,"That's fascinating. Tell me, what's the significance of the peach orchard, thought?","Oh, well, that's a great question. Actually some of the most-"
12684,Can you tell us about the battle of Schrute Farms?,"Uh, I haven't heard of that one."
12685,"Really. Okay, follow-up question. How much are they paying you to keep your mouth shut?",I apologize for my friend and for the Republicans who are cutting your funding.
12686,[taps Gabe's shoulder] Are you Lincoln?,"No, no, I'm-"
12687,"Well, you know how in the vending machine they have the chocolate chip cookies in the A-1 spot? They do that 'cause they think A-1's the best spot for the best cookie. But the real best spot is D-4. Right? That's where the eyes go. So...",Cookies. Cookie placement.
12688,"Who else agrees with Kevin, that we're wasting facilities, manpower, on our underselling products when we should be pushing our top-performers? [everyone raises their hand, Robert laughs] There you go. Consensus.","Okay, we are now on a planet where Kevin is the most creative person around, and I am just some good-looking guy."
12689,"Kay, so another thing about oatmeal cookies. Who even wants them? I mean, I've seen Toby eat one, like, once, but other than that... [scoffs] like, forget it.",Interesting. So what is Dunder Mifflin's oatmeal cookie? What is the product that no one wants?
12690,Interesting. So what is Dunder Mifflin's oatmeal cookie? What is the product that no one wants?,how about that two-hole-punch letter? Only the lawyers want that punch at the top and they use legal.
12691,how about that two-hole-punch letter? Only the lawyers want that punch at the top and they use legal.,"That's the oatmeal cookie. Fantastic, Kevin. Fantastic. [laughs]"
12692,"By the way, did we leave all the food on the bus?",Let's talk about food for a second. Food for thought.
12693,"Hunger for chicken chimichangas. Right, Darryl?",That's good.
12694,"Exactly. Now do you know the Civil War soldiers were hungry for? Pride! Now, each battalion had its own flag and they guarded these flags with their lives. Colonel Harrison Jeffords of the Fourth Michigan Infantry saw his flag being carried away, chased it down with nothing but a sword. Fought tooth and nail at the foot of that flag until he died. He wasn't about to let them have that flag. Pride. Right, guys? [holds up flag] I commissioned this flag for Dunder Mifflin. Cost me two hundred dollars.",Only two hundred dollars?
12695,Only two hundred dollars?,"We are all branches on this tree. And from the tree comes paper. We're all part of a business. But business is war. What's that I hear? Uh, a rebel paper company is coming to take our flag! Wha- what's going on here? Wee-hoo! Come and get it! Who's gonna get the flag? Who's getting it? Whoa! Hey! Ho! Don't look where I am, look where I'm going. Juke right, juke left."
12696,"We are all branches on this tree. And from the tree comes paper. We're all part of a business. But business is war. What's that I hear? Uh, a rebel paper company is coming to take our flag! Wha- what's going on here? Wee-hoo! Come and get it! Who's gonna get the flag? Who's getting it? Whoa! Hey! Ho! Don't look where I am, look where I'm going. Juke right, juke left.","Andy, this is inappropriate. People died here, man."
12697,"Get the flag! Get the flag! Come on, Big Tuna. What you gonna do about it? We got a flag right here. Wee-hoo!",Spangler Springs is a mile this way.
12698,And why is Black Rock suddenly the paragon by which all hedge funds must now be compared?,I don't know.
12699,Really?,Yeah.
12700,Schrute Farms did you say?  That is a fascinating little chapter of the Civil War.,You've heard about it?
12701,You've heard about it?,YES!  Ha!  Prepare to be refuted!  Go on.
12702,What?!? No!,Big Mac idea.  That sounds encouraging.
12703,Well what is the idea?,Every time you buy a Big Mac you set one ingredient aside.  Then at the end of the week you have a free Big Mac.  And you love it even more because you made it with your own hands.
12704,You know what?  Now I remember.  That was your idea. [patting Kevin on the back] That is 100 percent your idea.,Oh my.  It was just actually cookies the whole time?
12705,Oh my.  It was just actually cookies the whole time?,[making pencil imprint] Dammit.
12706,You guys came.  Where's everyone else?,Back at the bus.  We were locked out.  Phyllis is sitting on the ground eating a dirty sandwich.
12707,What are you talking about?,Our office has a disease.  And it goes by many names.  Sarcasm.  Snark.  Wisecracks.  You take things people care about and you make them feel lame about it with your jokes.  That's what you did with this trip.
12708,Andy ' this whole idea of our situation being just like war?  It's just not true.  We just work at a paper company.  And you're our regional manager.  And guess what man?  You don't have to prove anything.  We like you as regional manager.  Andy if you don't believe me take a look at what's on my head.  I'm wearing a very pink hat.  I've been getting weird looks all day because I'm pretty sure 'DM does GB' means something kinda sexual.  But guess who's wearing them?  All of us.  Just for you man.  That's huge.,You don't like the hats?
12709,You don't like the hats?,They're terrible.
12710,Haha! There he is. You mind lending a hand? I'm typing up a memo to share your ideas with the board.,I can do that.
12711,Isn't Gettysburg like three hours away?,No. It's like two hours and forty-six minutes.
12712,Tuna?,Yes! Tuna of the land. Turkey. With pesto.
12713,And to drink?,Water.
12714,Where do all the cool kids go when they come to this consecrated ground?,That is what I'm showing you.
12715,"I know what you guys are all thinking right now: Hey, let's go pee on the grave of some confederate soldiers, but you know what? Joke's on you. It only makes the flowers grow back more beautifully.","Best thing you can do for the deceased is to pee on their graves. Then you dance and work the urine into the root systems. Doesn't hurt to have a smile on your face, either."
12716,"Are you sure? Yeah, it's locked.","It's not locked, gimme that..."
12717,"That's weird, if it's not locked, why isn't it opening?","It's, it's latched closed."
12718,"Ok, you know what? Andy probably has the number for this guy. I'm gonna find him.",I'll come with you.
12719,What did you say?,"Nothing, I just-"
12720,What would you say?,That it'll be the first shipment out today.
12721,"That is exactly the right thing to say! Do it! Git-er-done! Phyllis, you just married Joe Order, you're new name is Phyllis Order [fill this order], get it?",I don't get it.
12722,"Standing is proven to be healthier, increases productivity and just looks cooler. Picture someone doing something heroic. Now was he sitting or standing? Not counting FDR.",Every second you sit there is an hour off your life. Look at all of you. I feel like you're in a suicide cult.
12723,Oh yeah?,Are you really comfortable standing there? I tried one of those and I just never hit the sweet spot.
12724,Are you really comfortable standing there? I tried one of those and I just never hit the sweet spot.,"Hey guys let's just all admit it. Ok? Dwight's better than us. He had the guts to stop sitting. And he's never, ever going to go back on it right?"
12725,"Hey guys let's just all admit it. Ok? Dwight's better than us. He had the guts to stop sitting. And he's never, ever going to go back on it right?",That's right Jim.
12726,Taking a load off huh?,No. Putting a load on more like it.
12727,[sees a pole poking out Dwight's pant leg] What are you up to? Oops look out! [grabs Dwight's wallet],What are you doing? Give that back. Come on!
12728,What are you doing? Give that back. Come on!,Prank! [throws money from Dwight's wallet on the floor]
12729,You know what it's not my best. Because you could just easily bend over and pick it up right?,"I could, but I just don't feel like it loser."
12730,Because you're sitting?,Standing.
12731,Because you're sitting?,Standing.
12732,[loudly knocking on the window] In four seconds my wife is going to be coming through that door. I told her she could work here. Under no circumstances can that be allowed to happen. [to Mrs. California] There you are! Honey how on earth could you miss the elevator?,What was that?
12733,What was that?,I don't know. He wasn't talking to me. But if I were you I wouldn't hire his wife.
12734,[laughs] Remember how you said that you were looking in the office to do calisthenics and aerobics?,Uh weight lifting yeah.
12735,Well today's your lucky day. I have opened in this very office building Dwight Schrute's Gym for Muscles. You wanna take a look?,I'll take a look.
12736,Two secretaries could convey a sense of importance and success to our clients. Certainly worth exploring; wouldn't you agree Andy?,I'll explore exploring it.
12737,Ok uh next stop on the tour sales. Here we go. Station stop Jim Halpert. Oh boy our resident truth teller. [Jim laughs nervously] Alright have at it. Let 'er rip. What do you hate about this place?,Well it's sales. So you have to be able to live in the world of rejection.
12738,Maybe you do. Hi. I'm Dwight. Sales is really not so hard ok? It's paper. We have it and they want it so bad they are willing to pay for it.,Jim?
12739,Jim?,Well it's not that easy. It's kind of sometimes difficult.
12740,Oh how am I supposed to pull this off? [montage of office workers in friendly interactions with Susan]. The entire office is being nice to her than they've ever been to me. What I wouldn't give for one of Phyllis' classic room clearing farts right now.,Ready? What do you think?
12741,Ready? What do you think?,Um no. This is not a gym. This is like a scene out of Saw 5.
12742,"You haven't even looked around yet. Look. Gravel bucket squat yoke [squats, grunts and lifts] Right? Dedicated phone book ripping station [tries and fails to tear a phone book in half]. You ever cut tin before? Five yards in and your forearms will be on fire. Plus I will buy the tin back from you that you cut for two cents a yard. Now let's go over membership. I'm going to need the first month's and the last month's up front. $49 per month. But every third month is $59 a month. But the fourth month is a discount month at $19 per month'",Obviously you know how a gym works. So you know I'm not going to pay money for this. You want people to come to your gym? Make a real gym.
12743,Obviously you know how a gym works. So you know I'm not going to pay money for this. You want people to come to your gym? Make a real gym.,Darryl... [picks up sledgehammer and swings it at a hanging tire]
12744,Are you telling me that there's no one in this entire office that could use an extra pair of hands?,[laughing nervously] Yes.
12745,So what happens next?,We get you over to HR and then we get you set up with accounting. [phone rings] Hang on. Hello?
12746,We get you over to HR and then we get you set up with accounting. [phone rings] Hang on. Hello?,[on phone] Say hello grandma.
12747,"Hold one finger up to Susan. You'll just be a second. You numbskull. You were given a very simple task. I could not have been more clear with you. Now say, 'are you taking your medicine?'",Are you taking your med-meds?
12748,Are you taking your med-meds?,Why can you not say exactly what I tell you? Undo this. Undo it. [Robert and Andy hang up phones]
12749,Why can you not say exactly what I tell you? Undo this. Undo it. [Robert and Andy hang up phones],You didn't say goodbye to your grandma.
12750,Who's spotting who? Don't use the bike in the corner. That's Bruce's. Jeremy says',"Enough Oscar, enough."
12751,Kelly?,I have these new sneakers which are basically like a gym for your feet.
12752,Did you bring your passport with you?,Who walks around with their passport?
12753,Who walks around with their passport?,"Well, I do. Always ready for adventure."
12754,Have you had any?,No.
12755,"Andy, if he didn't want her working here then why did you hire her?",it was a mistake. But one that can be fixed by all of us being mean to her.
12756,How can we do that? She's simply wonderful.,This is all pathetic.
12757,How mean are we talking about?,"It would be great if she were gone by lunch. Erin, you're up. Find her a place to work, but not too comfortable."
12758,"Um, do you think it would be possible to move to that desk over there? Because this seems a bit cramped and I don't have a computer.",Well that's a sales desk.
12759,[grabs phone] Aw... He's so tiny. Is he in a ladle?,"Yeah, he's in a ladle."
12760,That's adorable. How on earth did you get him in a ladle?,He did it himself.
12761,"Andy! Andy, could you step in here, please? We'll fix this.",[in robot voice] What is going on?
12762,[in robot voice] What is going on?,"[chuckles] Please. Andrew, my wife... has brought up an issue that requires your attention. So, uh, if you'll excuse me, I should step out, get to the ATM before that homeless man sets up camp for the night."
12763,"Okey-dokey, artichokey. You hate it, don't you?",Do you not want me here?
12764,Do you not want me here?,Why would you say that?
12765,Why would you say that?,It's okay. I understand. I'm not sure how I would feel about having the boss' wife work for me either.
12766,Why would you not want me working here?,I don't know. [chuckles]
12767,"I think I understand what you're going through. My husband can be a very difficult man to read, can't he?",Yes! The dude is an enigma.
12768,"Mm-hmm. So he is mixed up in this, isn't he?",Ah... [stammers]
12769,What do you think you're doing?,Getting my sweat on.
12770,"I build you this temple to the human body, and you're lifting what, five pounds?","I just did, like, 35 minutes on the treadmill."
12771,I was watching you. You want to know how long it really was?,No.
12772,"Dude, I'm gonna be here all week, right? Five days a week, I figure I'll start slow.",Is that the same philosophy you apply to buffalo wings? [points] I want you to bring that same buffalo wing passion to this gym! I'm gonna make you look like Lebron James!
12773,Is that the same philosophy you apply to buffalo wings? [points] I want you to bring that same buffalo wing passion to this gym! I'm gonna make you look like Lebron James!,It's Lejon Brames.
12774,Is it? Because we talked about it and it seems like that might be what you want. Which is fine.,Where did this come from? Did Andy say that?
12775,Where did this come from? Did Andy say that?,"No, he did not, but I could tell he was struggling to understand what was expected of him."
12776,"What's the struggle? He made a great call, hired a great person.",You sure about that?
12777,You sure about that?,Absolutely.
12778,No games?,No games.
12779,Andy?,Yes?
12780,Yes?,Why do you keep looking at my husband?
12781,Why do you keep looking at my husband?,"Andy, just answer the question."
12782,No games?,No games.
12783,"That's not true, is it?","No, it's not. I tell the truth most of the time and I was just telling the truth about your husband. Jim knows. He was there."
12784,"Let's get Jim in here. [Jim shoves out of fram in his chair, Robert looks for Jim] Where's Jim?",He just rolled out and crawled out.
12785,"Can you call security, tell 'em to keep an eye out for him? Time to settle this.","[to Hank who is closing the gate] Oh wait, wait, wait! Hold on, hold on. I just need to get through. Just real quick. Real quick, open... uh, okay. [runs]"
12786,"[shoe falls while climbing ladder] Oh. Ow. Ow. Ow. [grunts] Creed. I was never here, all right?",Okay. What about your friend?
12787,Okay. What about your friend?,Oh boy.
12788,"First thing, we're gonna stretch the pelvic bowl. Ready? Get down on the floor.","Okay, I'm not doing that."
12789,Really? Too embarrassing for you? Huh? You wish that every exercise was strutting around the gym like the Fonz? Well how do you think the Fonz got so cool? He stretched his pelvic bowl!,I didn't know Darryl joined.
12790,Do I?,Yes.
12791,"For God's sake, did Robert tell you that he didn't want me working here?","That's the thing. See, I didn't want to get in the middle of this. Still don't. But here's something: I feel that maybe, if we take a step back, this is a simple case of anxiety to work with a spouse."
12792,Yes?,"Answer the question, please."
12793,Who knows?,Who knows?
12794,Who knows?,Maybe after all this settles down...
12795,Hmm?,"You're nothing! You're so weak, you call yourself a man? Huh?"
12796,"You're nothing! You're so weak, you call yourself a man? Huh?",This doesn't help me. I don't respond to that kind of strategy.
12797,"All right, I'll help you. But first, you gotta tell me what your goal is. What do you want?",To push this bar up.
12798,"No! Because if that was the case, the bar would be up by now. What is your goal?",Help me!
12799,What do you want!?!,To look good for Val!
12800,Val Kilmer? I don't buy it. That doesn't make any sense. Wow... I figured out your goal. I am going to make you the buffest dude Val Kilmer has ever seen.,"They say that if you can strengthen your core, it improves your sexual performance. So, you will find me on the Ab-Blaster. And then you will find me blasting...uh, a very nice young woman."
12801,"Hey, what are you listening to?","Steve Martin. [laughs, then falls] uh, I'm fine. [grunts]"
12802,"Um, where's the shower?",There is no shower.
12803,There isn't?,"What does this look like, a shower store? Get lost."
12804,"What does this look like, a shower store? Get lost.",You have got to be kidding me! No shower?!
12805,You have got to be kidding me! No shower?!,"Exercise lengthens life. Improves mood, boosts sex drive, and I've already covered the BM of it all. It's miraculous the effect that I will have on their lives."
12806,"Ok, so that's a disaster. Luckily have a two-part plan. One, run. Two, hide. It's pretty smart, right? [walks into Vance Refrigeration office] Hi, how you doing? I'm Jim Halpert from across the hall. We are redoing our supply closet and I was wondering if I could take a look at yours for some ideas.",Let me just check with Bob.
12807,[on phone] Bob? Jim just went into the closet.,Ugh! He's always one step ahead of us! How does he do that?
12808,Ugh! He's always one step ahead of us! How does he do that?,This is insulting!
12809,Who's excited to get their holiday wishes?,Holiday wishes.
12810,"What's that, Stanley?",We know exactly what holiday you're referring to.
12811,"I don't want no Kwanza wreath, I don't need a dreidel in my face, that's it's own thing. And who's that black Santa for?! I don't care! I know Santa ain't black! I could care less. I want Christmas! Just give me plain baby Jesus, lying in a manger, Christmas!",What is the status on my wish?
12812,What is the status on my wish?,"Fulfilled! Brought my bicycle, so I can be your designated driver later. In the event that you drink to much, which is by no means required."
12813,What about my wish that we don't have to attend meetings that degrade our sense of adulthood?,"That, I cannot do, but I did get you an acre of property on the moon."
12814,Where? Dark side or light side?,Light side.
12815,Is it by the Sea of Tranquility?,"As a matter of fact, yes. Directly adjacent....beachfront."
12816,"So, who's wish is next? Oh, what about Santa's wish? My biggest wish is that you all get along well with Jessica....C'mon guys, Jessica?...Jim, tell 'em who Jessica is.","She's not your grandmother, is she?"
12817,"She's not your grandmother, is she?","Ugh! Gam-gam's name is Ruth, Jim, you should know. I introduced you on speakerphone that time?"
12818,"Ugh! Gam-gam's name is Ruth, Jim, you should know. I introduced you on speakerphone that time?",Yeah.
12819,"Jessica is my super serious girlfriend, who is seriously awesome and seriously sexy. Only thing that's not serious, by the way? Our repartee.","That's great. When you know you know. Hey, what's Ruth's deal, man?"
12820,"That's great. When you know you know. Hey, what's Ruth's deal, man?","Totally out of your league. So in summation, ho ho ho, please be nice to Jessica and mistletoe is not an excuse for sexual assault, and don't go near Gam-gam."
12821,"I love Jessica, and I haven't even met her yet. It's like we don't even need to meet, you know? I already love you. Stay home.",I just want you to know that I will be mean to Jessica if you want me to be.
12822,"Eww, what is that?","The five day Hindu celebration in December honoring the god Ganesh, Patron of the Arts."
12823,How ya holdin' up...because of your wife leaving you?,Kevin?
12824,Kevin?,I actually appreciate the human intimacy. Feel like a kitten being cradled by a gorilla.
12825,Kathy wants to leave our clump?,Sh sh sh sh! Don't look. Who it was is not important...but she did say that your constant pranking and one-upsmanship is driving her crazy. She or he.
12826,"I just wanna say, this is not my fault. OK? The weak always bully the strong. Contrary to what you see in the media. I am always acting in self-defense. Occasionally preemptive self-defense. [punches Jim in the arm]","Ow, What are you doing? [Jim fights back]"
12827,"Ow, What are you doing? [Jim fights back]",Hey! Hey! Respect the hat!
12828,What was that?,What is it?
12829,What is it?,"Money....You both have sizable Christmas bonuses coming your way. If I catch either of you messing with the other, I will give both bonuses to the other person."
12830,You need consequences. OK? I want you both walking on eggshells.,Hi. I'm Jessica. I'm looking for Andy?
12831,Hi. I'm Jessica. I'm looking for Andy?,"Jessica. Yes. We don't say hi, we hug. [gets up and hugs Jessica] I'm Erin."
12832,"My ex is meeting my sex....which is always scary, you know? And not just because you think they might talk about your penis...that's just part of it.","Hey! Jess, Erin, I hope you're not talking about my penis. [laughs and kisses Jessica on the cheek] Hi."
12833,What?,Oh.
12834,Isn't that just for popsicles?,Popsicles?
12835,Popsicles?,"Yeah, upstairs people? Cause you got a stick up your butt?"
12836,"Yeah, upstairs people? Cause you got a stick up your butt?","Ah! See, I, I, I thought it was because they're so rich they could all eat popsicles all the time. [laughs] I, in my, I..."
12837,What should I wear?,"Oh, it's nice, it's real nice. People get dressed up."
12838,"Erin, what can I get for you?","Uh, do you have cola? Kirkland if you have it."
12839,"Uh, do you have cola? Kirkland if you have it.","Now why would you come to a bar and ask for a cola when you can get some from the kitchen? Did some small part of you want something a little stronger? Ryan, Kevin, Phyllis, Oscar, come and take these shots!"
12840,"Now why would you come to a bar and ask for a cola when you can get some from the kitchen? Did some small part of you want something a little stronger? Ryan, Kevin, Phyllis, Oscar, come and take these shots!",Yes!
12841,"[on phone] Uh, yeah. I just got my replacement credit card...you want the number? Oh it's uh four seven nine three, zero zero three two, three three one three. The security code is nine two seven. OK great. Thank you very much. Bye.","So Dwight did take the bait. He used my credit card numbers to send a two hundred dollar bouquet of flowers, to my wife...from me."
12842,Since when does a sweater mean 'dressed up'? Am I your grandson?,"Come on, stay, alright? It's good for people to get to know you."
12843,"Come on, stay, alright? It's good for people to get to know you.","As a contestant on Dancing with the Stars, maybe."
12844,How many drinks have you had tonight? I can't be driving everybody home.,A thousand.
12845,"I wonder, in this office, who has access to a porcupine?",Or who in this office knows that I have access and is trying to set me up?
12846,Or who in this office knows that I have access and is trying to set me up?,Hmm...
12847,Hello? Lacerated hand here folks.,"Nice try, this is ridiculous."
12848,Oh is it really? Two separate times you have set me up to believe I was being recruited by the CIA.,Three times.
12849,You see?,"Jim, this has your fingerprints all over it."
12850,Do you think that's what happened? Do you think he used a severed hand?,"OK, you know what? Why don't we just call animal control..."
12851,"OK, you know what? Why don't we just call animal control...",Might wanna run that by Angela cause it's so cute.
12852,"[on phone]Uh, I don't know, let me ask. [to Dwight] Uh, were you quilled?","Yes, I was quilled."
12853,And what's it's name?,Henrietta.
12854,"What? ...Alright, get her out of here, Dwight.","Hey, guys. I just wanted to say. Come here! I'm so happy you guys are together. OK? [Andy and Jessica laugh] And you both have such beautiful hair."
12855,"Hey, guys. I just wanted to say. Come here! I'm so happy you guys are together. OK? [Andy and Jessica laugh] And you both have such beautiful hair.",[laughs] Thank you.
12856,"I hope you guys get married....and who knows? Maybe at the wedding, I meet someone.",OK!
12857,Have you had anything to eat besides candy canes?,Every martini has an olive.
12858,"Hey, you know, you can't say that, OK? That's my girlfriend that you're talking about. You and I are not together anymore. You need to get over it! Take your wish back.","Too late! It's already been wished! And you promised it would come true. You wrote it in an email! So, which one are you? A murderer or a liar? [Andy leaves]"
12859,"Too late! It's already been wished! And you promised it would come true. You wrote it in an email! So, which one are you? A murderer or a liar? [Andy leaves]",Hey.
12860,"Hey guys, sorry to interrupt, I uh, just found this on my desk. [shows picture of Cici with devil doodles] Need to talk to somebody about it. Can you believe that?",Is that Cici?
12861,Is that Cici?,Yes. It is.
12862,Oh my god. How could somebody do that?,"I know, I mean the way I see it is you can deface any picture of me, any one, pick one. Not my kid though."
12863,Who did this? Who did this? Do you know who did this?,I don't-
12864,Dwight?,Yeah.
12865,"Let me just see that one more time. Yep, you know what? I know who my friends are, now. But I shouldn't have got you involved because the truth is, I don't even really care about this picture, it's a little out of focus. It was probably an accident, right? Like...",That's no accident.
12866,What?,What?
12867,What?,"I'll figure it out, get to the bottom of it....Merry merry."
12868,"You alright, Santa?","You know those movies where two friends are sleeping together and it's like, hey, can they stay friends?"
12869,"You know those movies where two friends are sleeping together and it's like, hey, can they stay friends?",Yes.
12870,Do you think two friends who are not sleeping together can stay friends?,"Two friends who are not sleeping together, can they remain friends? Yes, yeah."
12871,"Two friends who are not sleeping together, can they remain friends? Yes, yeah.","No...I don't, hmm, I don't know."
12872,"You know what? You're sitting, and thinking, and it's probably better if it comes from me anyway.",Christmas miracles do happen.
12873,"Well help me, OK? Just, uh take...",I'm trying but you need to-
12874,"Jessica, did you just fart? [group stops laughing]","And that, is how it's done."
12875,"What? I haven't bar tended in forever. Oh, never considered myself a mixologist, oh this is daunting. Um, I need a mortar, pestle, muddler..does anyone have any chocolate shavings?",Your heart is broken. So is mine.
12876,And what?,And you have any advice or anything?
12877,And you have any advice or anything?,No [laughs] my god.
12878,"How long you, does it take usually? Cause...","Um, it ta-, um it depends."
12879,I'll see you at home?,OK great.
12880,"Thank god Erin's getting a ride home with Robert because she is trashed. [laughs] and who better to drive her home than Robert, I mean, what a stand up guy, you know? I mean he's going through a lot, separating from his wife, showing up to the Christmas party in a track suit and a blazer,","Let's go, let's go."
12881,What?,Whoa! My stuff!
12882,What is all that?,It's my valuables!
12883,"[laughs while spray painting 'Jim is Awesome' on his own car, talks to porcupine in carrier] What are we gonna do with all that bonus money, Henrietta? Huh?",Where are we? This ain't my street.
12884,Where are we? This ain't my street.,"Sh, sh, sh, sh, shh."
12885,"Ah, this is the posh part of town, huh?",Oh my god.
12886,Wonder what a studio condo would cost in this neighborhood?,"Meredith, shut your drunk hole right now."
12887,What are you smiling for? You thinkin' what I'm thinkin'?,I'm sure I am not. Let's get you home.
12888,"[yawns, 'Idiot' is written on his forehead] Ah, man. Ah, fell asleep, took a nap. Hey guys, ah I feel refreshed now. How's it goin?",Dwight.
12889,"Took a little nap right next to Jim's desk. I feel so good right now. Mmm, cookies. What's everyone staring at?","Oh man, I was supposed to tell Dwight something......C'mon, Jim. [shakes head] I got nothin'."
12890,Where can I get a drink? Oh...,"Oh, uh. Well, we thought we wouldn't put the alcohol out till 11AM. It's just...common...decency."
12891,Cake?...You seem a little down.,I am. [laughs] I'm a mess.
12892,How about I fix you some warm milk with some bourbon?,"Oh, that sounds nice."
12893,"Lovely. Wait, where is this taking place?",The Murphy bed of my basement.
12894,What...is happening to me? [pause] The lines in your haggard face are paths that lead nowhere. Your hair is the fire of hell. [hugs Meredith] I sincerely hope you find a sexual partner tonight.,"It's come to my attention that someone, who shall remain nameless, wants to switch desk clumps."
12895,Cathy wants to leave our clump?,Don't look. Who it was is not important...but she did say that your constant pranking and one-upsmanship is driving her crazy. She or he.
12896,"It's so much closer to the bathroom, right?",Yeah.
12897,"[talking loudly] Sorry guys, Jim! This package came for you, do you want me to put it on your desk?","That'd be great, thank you. [Erin throws package, it hits Kathy. She thinks it was Jim who threw it]"
12898,Nine?,I got you health insurance.
12899,"Yeah! Right? But with great perks come great responsibility, so I'm gonna be expecting a lot more from you...no more zoning out in your office.","Oh, great."
12900,You really have to say 'oh yeah' every time you eat a candy bar?,"I can't help it, Oscar. It's just really good. [takes another bite] Oh yeah!"
12901,[shows bloody hand] Does anyone have a first aid kit?,Check out this song I wrote: I'ma love you downstairs tonight... [overlapping chatter]
12902,"[writing on board] Love letters, yes! I love it. What else can be done with paper?",You can write a book about chairs.
12903,"[gasps] Shh! Did you hear that? Infinity! There is an infinity of things that you can do with paper! Now, who wants to buy some paper? [scattered applause]",Very nice. Very nice sales pitch for our clients that don't know what paper is.
12904,"I'm talking about you guys! Who in this room, right now, wants to buy some paper? Let's get high on our own supply!","Andy, you want us to buy our own paper?"
12905,"Andy, you want us to buy our own paper?",Yes!
12906,"Oh, hello Mr. Schrute. I'll tell him you're here. Can I get you anything at all?",I'm not here to be given anything. I'm here to take what is mine.
12907,Dwight? What are you doing here?,Gabe? You don't know?
12908,Gabe? You don't know?,Course I know.
12909,"Gosh, Andy, you had a great quarter. Okay? Robert will understand. Eight hundred dollars is a rounding error!",So make that error!
12910,"It's just, I really need a real accountant on this. [to Oscar] What do you say?",I'm leaving early today because tonight I have a trivia contest in Philadelphia.
12911,What?,"It's only the biggest night of trivia of the year. There's a thousand dollar prize. I'm committed to my friends, they're committed to me."
12912,You know what? Go. Have fun.,There's a trivia contest at a bar in Philadelphia.
12913,Yeah? You like it?,Yeah.
12914,What?,"We'd have to leave work, like, right now, to do this."
12915,Yeah. But not just bagels. All unwanted problems. Question: What's the most important appliance in your house?,Meat grinder.
12916,"You know, Gabe? You could have gone with garbage disposal, incinerator or eraser, and instead you chose toilet. God bless you. You're an American classic.","Dwight. Today is not my day at all, I'm afraid. I'm not going to be able to meet with you, but I'm leaving you in the very capable hands of our COO."
12917,"No, he's going to meet with you later. No, no, no. I don't want you to rush it, okay? Trust me. Meet with Bill. He's a great person to know. I'll dialogue with him tonight. [leaves]",CEO to COO. What a difference a letter makes.
12918,"I don't believe this. What are you doing here, Andy?","You left us no choice, but, this should put a smile on your face. How would you like to be captain of the Dunder-Mifflin team? Although I reserve the right to overrule you."
12919,"You left us no choice, but, this should put a smile on your face. How would you like to be captain of the Dunder-Mifflin team? Although I reserve the right to overrule you.",What? No!
12920,What? No!,I've got a quota to hit. I don't care how I hit it.
12921,And you guys thought this was a good idea?,I thought it was a fun idea.
12922,"Wait, what? Everyone in here is gay?",Yes! It's a gay bar! So you guys want to go home now?
12923,Yes! It's a gay bar! So you guys want to go home now?,No. Nah.
12924,What does this say about you? That you followed me here? That you think you're going to win your sales quota? At a gay bar's trivia night? [laughs],It says that I believe that my staff's intelligence and that I'm willing to try anything. [Oscar's friend walks up] Not anything.
12925,"All right, first question everyone: Ray Charles famously had this state on his mind. What is its capital?","Oh, we got this!"
12926,Let's reverse engineer this. You're a black singer. Where do you go? Somewhere where you're a novelty. Alaska?,Atlanta.
12927,"How am I supposed to know what was on his mind? Ooh, what do blind people think about?","Okay, dogs, canes, signs, manholes, stairs, piano, darkness."
12928,"What? No, no. Excuse me! Lady! Get anyone from the COO's office on the phone this instant!",This must be very frustrating.
12929,"Okay, now, you're not an all-star of the NBA, but you did get your game on when you won the NBA's Sixth Man of the Year award in 2011. Who are you?","Jim, Darryl. Your time to shine."
12930,"Well, I know Elizabeth Taylor's sixth man was Richard Burton. Is that helpful?",That's it. I'm going to go watch the boats on the river.
12931,"Most of all, I believe that character is destiny. And my character is one that- wait why are you smiling?",What?
12932,What?,What's with the smile?
12933,What's with the smile?,"You're doing great. You know, so good."
12934,"Excuse me, sir, on the Dunder-Mifflin A-team? Excuse me, sir?",Yeah?
12935,Yeah?,"I'm sure you're just checking your Grindr account... [laughter] but you can't check smart phones during trivia, it's against the rules."
12936,Sir?,I can't- I can't not touch it.
12937,"So the best chance of hitting our mark is now in the hands, and brains, of Kevin, Meredith, Erin and Kelly. Do I like these odds? My answer is no.",Which one is it?
12938,Which one is it?,I don't know. All I know is the building.
12939,"All right guys, time's up. Who was the relatively unknown patent clerk who discovered that energy equals mass times the speed of light squared? Looks like everyone gets a point for Albert Einstein. Oh wait. Except for the Einsteins. That's all right. Which means the top three teams are going to finish it off in the speed round. So let's get everyone some bells. In third place we have the Einsteins.",Oh yeah!
12940,Ring it in when you know it. First question: This man had a fatwa declared on him when- [Erin rings bell] Einsteins?,What?
12941,What?,What is it?
12942,What is it?,What?
