,Question,Answer
4016,"Here? Half these watchmen are killers and rapists. No, they march with us.","As you wish, Your Grace."
4017,Do you think Father will let me go down into the crypt?,Beg your pardon?
4018,Beg your pardon?,At Winterfell. All the Kings in the North are buried there. Bran the Builder and King Dorren and-
4019,Is there going to be a battle?,"Aye, princess, but you won't be anywhere near -"
4020,How long have I been here?,Three days.
4021,Ser Barristan?,"I failed him. I failed my men, I failed my queen."
4022,"You failed no one. You fought bravely. You'll fight again. Are you ashamed? You were ambushed, outnumbered. There was no way you could have known.","This is not why. Wounded in war, there is no shame for this. I am ashamed because when the knife go in and I fall to the ground, I am afraid."
4023,"If I give everyone what they deserve, I'll have no one left to rule. Ser Barristan counseled mercy when I took this city right up to the morning he died. Daario Naharis thinks I should kill the former Masters and let the rest of the city fend for itself. What do you think?","Your Grace, I think that I am not fit to have an opinion on these matters."
4024,You are as fit as anyone I know. You know why I'm here. And you know who will suffer the most if this all falls apart. So what do you think?,"I can only tell you what I have seen, Your Grace. . I have seen you listen to your counselors. I have seen you lean on their experience when your own was lacking and weigh the choices they put before you. And I have seen you ignore your counselors, because there was a better choice. One that only you could see."
4025,"What about ""Valar Morghulis""?",I did not want to die a coward. Apparently I do not want to die at all. .
4026,"Don't worry. I'll be fine. Nothing broken, I don't think. Where are we now? Not the Rhoyne. . Long, sullen silences and an occasional punch in the face. The Mormont way. Let's start over. I apologize for before. My mouth sometimes runs away from me. This doesn't have to be an unpleasant trip. We're going to be spending a lot of time together on the way to Meereen.",We are.
4027,Have you sailed this route before?,No.
4028,You're going to bring Daenerys a souvenir from her ancestral homeland in case I'm not enough?,I think you'll be plenty.
4029,You know what they say. The Doom still rules Valyria. What about the demons and the flames? Aren't you afraid of the Doom?,No. But the pirates are.
4030,The Smoking Sea. How many centuries before we learn how to build cities like this again? Thousands of years the Valyrians were the best in the world at almost everything. And then -,And then they weren't.
4031,What was that?,Stone Men! Don't let them touch you!
4032,Tyrion? Tyrion. Tyrion. Tyrion. You're all right.,You're heavier than you look. Did any of them touch you?
4033,You're heavier than you look. Did any of them touch you?,"You? . I've seen greyscale before, but nothing like that."
4034,"You? . I've seen greyscale before, but nothing like that.",I suppose that's why they send them there.
4035,"It'd be kinder to put daggers in their hearts and be done with it. . Thank you for saving me. Of course, I wouldn't have needed saving if you hadn't kidnapped me in the first place. . So what now?","We walk, up the coast. With luck, we'll find a fishing village. Maybe another boat."
4036,Without luck?,"We've got a long walk ahead of us. I'll get some wood for a fire. Try to get some rest, huh?"
4037,"We've got a long walk ahead of us. I'll get some wood for a fire. Try to get some rest, huh?",That's the best idea you've had all day.
4038,What are they doing with the bodies?,Get back to work.
4039,When?,When it's time. Not before. Get back to work.
4040,When do I get to play the game?,Game?
4041,Game?,The game. The game of faces.
4042,Who are you?,No one.
4043,Well who are you? What are you doing here? How'd you get here?,"I'm from Westeros. Just like you. Daughter of a Lord. Just like you. Except I was an only child. Heir to his fortune. My mother died. My father remarried and his new wife gave birth to a girl. My stepmother didn't want any rivals for her precious daughter so she tried to kill me with poison. I found out, sought help from the Faceless Men and my father was widowed again. I've been serving them ever since."
4044,Was that true or a lie?,What?
4045,What?,Did you believe every word I said?
4046,Did you believe every word I said?,Who are you?
4047,Who are you?,Arya.
4048,And where did you come from?,Westeros. My family home is Winterfell. I'm the youngest daughter of a great lord. Eddard Stark. He died in battle.
4049,The girl lies. To me. To the Many Faced God. To herself. Does she truly want to be no one?,Yes.
4050,You're not hungry?,Of course I'm hungry.
4051,"You're an awful travelling companion, do you know that? Possibly the least charming man I have ever met.",I am not your travelling companion.
4052,Do you ever shut up?,I sailed from King's Landing to Pentos in a crate. Without ever saying a word.
4053,Why?,Never occurred to you to ask why until now? You never wondered why Tyrion Lannister decided to visit a brothel in Volantis.
4054,Never occurred to you to ask why until now? You never wondered why Tyrion Lannister decided to visit a brothel in Volantis.,I'm sure you've visited many brothels in many cities.
4055,What do you know about my father?,"I met him. I visited the Wall. When I asked him about his men he knew all the stories, every one of them. He actually cared about the people in his command. How did they put it in the Watch? “We shall never see his like again.”"
4056,"I met him. I visited the Wall. When I asked him about his men he knew all the stories, every one of them. He actually cared about the people in his command. How did they put it in the Watch? “We shall never see his like again.”",You didn't know. I'm sorry. I am.
4057,How?,I only know what I heard
4058,"Is the girl ready to give up her ears, her nose, her tongue, her hopes and dreams, her loves and hates, all that makes a girl who she is, forever?",No. The girl is not ready to become no one. But she is ready to become someone else.
4059,"Why Daenerys? Why is she worth all this? As I recall, the Mormonts fought against the Targaryens during Robert's Rebellion.",Do you believe in anything?
4060,Do you believe in anything?,I believe in many things.
4061,"In something greater than ourselves, I mean. The Gods. Destiny. Do you believe there's a plan for this world?",No.
4062,"Neither did I. I was a cynic, just like you. Then I saw a girl step into a great fire with three stone eggs. When the fire burned out I thought I'd find her blackened bones. Instead I found her. Daenerys. Alive and unhurt. Holding her baby dragons. Have you ever heard baby dragons singing?",It's hard to be a cynic after that.
4063,"The Targaryens are famously insane. What if she conquers the world? Then what? 1,000 years of peace and prosperity?",First we have to conquer the world.
4064,"We? Alright, let's assume your dreams come true. She's ecstatic when you bring her this enemy dwarf. She hacks off my head and restores your position. You command her army, sail to Westeros, defeat all your enemies, then watch as she climbs those steps and sits on the Iron Throne. Hurrah, long live the Queen. Then what?",Then she rules.
4065,So a woman who has not spent a single day of her adult life in Westeros becomes the ruler of Westeros? That's justice?,She is the rightful heir.
4066,"Why, because her father who burned living men for amusement was the king?",Shh! It's a slave ship
4067,Why is it anchored?,They probably came ashore for--
4068,"Got a lot of fight in you, huh?",Salt mines.
4069,What about the dwarf?,Worthless. Cut his throat.
4070,"Wait, wait, wait, wait! You can't just hand a dried cock to a merchant and expect him to pay for it. He has to know it came from a dwarf. And how could he know unless he sees the dwarf?",It will be a dwarf-sized cock.
4071,Him? He's got to be 60 years old.,"Sure, he's a bit long in the tooth, a bit withered, been in the sun too long. We can all see that. But he is a veteran of 100 battles. They wrote songs about him!"
4072,Is that true?,"He won the tournament at Lannisport, unseating Ser Jaime Lannister himself."
4073,Yes? Lancel Lannister.,Brother Lancel. We abandoned our family names.
4074,I'm here on urgent business for the Queen Mother. Should I send word that I'll be delayed?,"Step carefully, Lord Baelish. You'll find that there's little tolerance for flesh peddlers in the new King's Landing."
4075,"Do you think it's wise, your Grace, arresting the heir to Highgarden?",The Faith arrested the heir to Highgarden.
4076,The King's orders. Is the King to blame for Ser Loras' perversion?,House Tyrell won't tolerate these insults.
4077,"House Tyrell won't tolerate it? I'm the insulted party, Lord Baelish. Ser Loras was promised to me, instead he chose the company of boys.",One's choice of companion is a curious thing.
4078,If war comes to Westeros will the Knights of the Veil fight for their king?,Young Lord Robyn heeds my advice. And I have always counseled loyalty to the throne.
4079,"Patience? Sansa helped murder my son, Roose Bolton is a traitor.","Stannis Baratheon is also a traitor, marching with his army on Winterfell. Let Stannis and Roose battle, let the enemies of the throne slaughter each other and when they're done seize Winterfell from whichever thief survives."
4080,"You wouldn't risk a single Lannister soldier or a single coin from the Royal Treasury. What do you have to lose, a brothel keeper?",And if you succeed?
4081,And if you succeed?,Name me Warden of the North.
4082,What if he says no?,He won't. You've waited long enough. I want you to be my wife now. What is it?
4083,He won't. You've waited long enough. I want you to be my wife now. What is it?,"Do you want to marry me because our families arranged it, or do you…"
4084,Why not?,You know why not. Someone will see.
4085,How many other girls have you walked through these gardens?,I like the way your eyes go squinty when you're jealous.
4086,"Once we got the princess, then what?",I like to improvise.
4087,"Uncle Jaime? I don't understand, what are you doing here?",Let's speak in private.
4088,"Why don't you let them have some time alone, son?",Let's not do something stupid.
4089,I am Obara Sand. Daughter of Oberyn Martell. I fight for Dorne. Who do you fight for?,Drop your weapons!
4090,I was as shocked as anyone when The Faith arrested Ser Loras. I have no love for these fanatics. But what can the queen mother do?,"Has the crown suddenly stopped needing the troops, gold, and wheat my house supplies?"
4091,"Has the crown suddenly stopped needing the troops, gold, and wheat my house supplies?",I assure you our alliance with House Tyrell remains--
4092,Do you expect the alliance to continue after you've thrown our future into prison?,"As I said, i didn't imprison anyone. As for your veiled threats--"
4093,What veil?,The Lannister-Tyrell alliance brought peace to a war-torn country. Do you really want to see the Seven Kingdoms slide back into warfare?
4094,The Lannister-Tyrell alliance brought peace to a war-torn country. Do you really want to see the Seven Kingdoms slide back into warfare?,I didn't trust your father. I didn't particularly like him. But I respected him. He was no fool. He understood that sometimes we must work with our rivals rather than destroy them.
4095,You are aware of the rumors concerning you and Renly?,I don't pay attention to rumors.
4096,"Wasn't Joffrey your king? He was anointed by the 7, not Renly.",I was wrong to support Renly's claim. I know that. But I was forgiven by Joffrey. I fought for him at the Battle of the Blackwater.
4097,Why does it matter what I wore?,"Do you deny all of the charges against you? Fornication, buggery, blasphemy."
4098,"Do you deny all of the charges against you? Fornication, buggery, blasphemy.",Of course I deny them.
4099,You call me forward?,Yes. We have some questions for you.
4100,How do you respond to these charges against your brother?,They are lies.
4101,All of them?,All of them.
4102,"Queen Margaery, in the presence of the gods, do you swear that your brother is innocent of these charges against him, to the best of your knowledge?","Yes, I swear it."
4103,Do you know this man?,"Yes, very well. He is Ser Loras Tyrell, heir to Highgarden."
4104,How did you come to meet?,I squired for him. He took a liking to me. He summoned me to his chamber the first day we met.
4105,And what occurred in his chamber?,We engaged in intimate relations.
4106,You laid with him?,That night and many others.
4107,Is there anyone else who can support your claim?,"Yes, yes, Queen Margaery. She walked in on us once not long ago. She didn't seem surprised."
4108,This testimony is an insult to a great house. Why should The Faith or anyone else take the word of a squire over the heir to Highgarden?,"He has a birthmark, your grace. Quite high on his thigh, wine-colored, and roughly the shape of Dorne."
4109,What are you doing? Let us pass.,The Faith is satisfied that there is enough evidence to bring a formal trial for Ser Loras... and Queen Margaery.
4110,What?,Bearing false witness before the gods is as grave a sin as any. Take her.
4111,What do you want?,"Lord Ramsay sent me to draw your bath, my lady. You want to be clean and fresh for your new husband don't you?"
4112,"Lord Ramsay sent me to draw your bath, my lady. You want to be clean and fresh for your new husband don't you?","You're so beautiful. But if you need to keep him happy. Ramsay gets bored easily. You dont want to end up like... Well, like the others."
4113,What others?,I shouldn't gossip. It's good to see the red again. No point in hiding anymore.
4114,"Let's see. There was Kiera. The blacksmith's daughter. She was tall. Like you. Lovely figure. But she talked and talked and talked and… Ramsay got tired of that. Then there was Violet. She had gorgeous blond hair. But she got pregnant and, well, that was boring. Then Tamsay. Such a sweet girl. Of course sweet girls get a bit dull after a while, don't they? Ramsay let me come with him on that hunt.",Hunt?
4115,Hunt?,"Mm. Have you ever seen a body after the dogs have been at it? Not so pretty. But it's your wedding day, why am I talking about such things?"
4116,"Mm. Have you ever seen a body after the dogs have been at it? Not so pretty. But it's your wedding day, why am I talking about such things?",What was your name again?
4117,What was your name again?,Myranda.
4118,"And how long have you loved him, Myranda. Did you imagine that he would be with you forever, is that it? Then I came along and ruined it. I am Sansa Stark of Winterfell. This is my home and you can't frighten me.","Are you done with your bath, my lady?"
4119,"Are you done with your bath, my lady?",Go. I can finish on my own.
4120,Yes?,"I've come to escort you to the Godswood, my lady. If you please, my lady, will you take my arm?"
4121,"I've come to escort you to the Godswood, my lady. If you please, my lady, will you take my arm?",No.
4122,Who comes before the Old Gods this night?,"Sansa of the House Stark comes here to be wed. A woman grown, trueborn and noble. She comes to beg the blessings of the gods. Who comes to claim her?"
4123,"Sansa of the House Stark comes here to be wed. A woman grown, trueborn and noble. She comes to beg the blessings of the gods. Who comes to claim her?",Ramsay of House Bolton. Heir to the Dreadfort and Winterfell. Who gives her?
4124,Ramsay of House Bolton. Heir to the Dreadfort and Winterfell. Who gives her?,Theon of House Greyjoy. Who was… who was her father's ward.
4125,"Lady Sansa, will you take this man?",I take this man.
4126,Are you pleased my lady?,Good. I want you to be happy. My father said you're still a virgin.
4127,Why? Why are you still a virgin? Afraid of dwarves?,"Lord Tyrion was kind, he was gentle, he never touched me."
4128,You're not lying to me?,"No, my lord."
4129,"Lying to your husband on his wedding night, that would be a very bad way to start a marriage. We are man and wife now, we should be honest with each other, don't you think?",Yes sir.
4130,"Oh, no no no. You stay here Reek. You watch. Do I need to ask a second time? I hate asking a second time.",Reek? I told you to watch.
4131,Reek? I told you to watch.,You've known Sansa since she was a girl. Now watch her become a woman.
4132,What did he do to you?,Please…
4133,"Your name is Theon Greyjoy. Last surviving son of Balon Greyjoy, Lord of the Iron Islands, do you hear me? Theon. Promise me.","Yes, Reek?"
4134,"Yes, Reek?",Egg! Egg! Mothers looking for you! Egg!
4135,"When my father told me we were marrying I half expected a fat, bearded beast. Do you know how pleased I was when I saw you? You've made me very happy.","Our scouts report that Stannis Baratheon rides for Winterfell. He's a respected commander. His troops are loyal and battle tested. He's hired thousands of foreign sell swords to bolster his army. But this storm was a stroke of luck for us northerners. Our people are used to fighting in frost. His army's out there now, suffering in the snow. One day I'll be Lord of Winterfell, and Warden of the North. You'll be my Lady and Wardeness."
4136,But isn't your step mother pregnant?,What of it?
4137,What of it?,What happens if she has a boy?
4138,What happens if she has a boy?,Then I'll have a baby brother.
4139,"You didn't know? Yes, he's done very well for himself. Ah. I near forgot why I asked you to join me. Come, my lady.",Your Northern friend. Reek told me you wanted to leave.
4140,Why? Winterfell is your home and I am your husband.,Tough old bird. Everyone talks when I start beating them. But this one. Her heart gave out before I got to her face. We do breed them tough in the North. Bring my wife back to her chamber. It's far too cold out here for a lady. You should hold on to your candles. The nights are so long now.
4141,What else?,The Stormcrows rode off last night.
4142,And?,"This isn't our time, we should head back to Castle Black when the snow clears."
4143,"And you, do you trust yourself?",I trust in the Lord.
4144,Are you sure?,I have seen myself walk along the battlements of Wintefell. I have seen the flayed men banners lowered to the ground.
4145,Have you lost your mind?,Do you doubt me still? After all that you've seen?
4146,Do you doubt me still? After all that you've seen?,There must be another way. Leeches or something.
4147,"Where are you going, huh? Aren't we better looking than the fat man?","The question is, is she pretty down south in the real world, or is she pretty because she's the only girl here?"
4148,"The question is, is she pretty down south in the real world, or is she pretty because she's the only girl here?","Even in White Harbor, I'd want a kiss."
4149,Sam the Slayer. Are you gonna slay me with that sword?,Look at his hands shaking.
4150,"You lying sack of shit! Killed a White Walker, eh? You fatass fuck. Come on, get up. He's your hero. He's a hog!",Leave him alone!
4151,Stubborn little wilding bitch aren't ya?,Sam! Sam! Sam!
4152,What kind of man would I be if I ran away when I saw someone hurting you?,Just promise me that whatever happens you'll take care of little Sam.
4153,Am I hurting you?,Are you sure?
4154,Are you sure?,Oh. Oh my.
4155,13. Do I have 14?,15? 15 golds honors. Do I have 16?
4156,15? 15 golds honors. Do I have 16?,20.
4157,Why?,"We're a team. I'm a great fighter, too."
4158,How long before the king of Mereen comes to claim my pillow?,Don't be ridiculous. My marriage to Hizdahr is political. I think he's smart enough to understand that.
4159,Are you jealous?,Do you think I'm petty enough to speak ill of a man just because he represents competition?
4160,Do you think I'm petty enough to speak ill of a man just because he represents competition?,I do.
4161,So what else can I do?,Marry me instead.
4162,"Why not? You're our queen, you can do as you like.",No. I can't
4163,"I know I'm here to serve my queen and not to give advice, but can I make one more suggestion?",Of course
4164,"For me, it's the knees. You?",Hips.
4165,"A man of the people, is that your game? It's an old game. dull and unconvincing. A man of the people who does Cersei's dirty work for her.",The people always do the dirty work.
4166,What is it you want? Gold? I'll make you the richest septon who ever lived.,What then?
4167,What then?,"I imagine this is strange for you. Everyone you meet has a hidden motive, and you pride yourself on slitting in and out. But I'm telling you a simple truth"
4168,How do they communicate their demands? By raven or horse?,By the holy text. The seven pointed star. If you don't have one in your library I'll give you my own.
4169,"Half the men, women, and children in this foul city break the sacred laws. You live among murderers, thieves, and rapists. And yet you punish Loras for shagging and Margaery for defending her brother?",Yes. The Gods' laws must be applied to all equally.
4170,"Have you ever served the field, Lady Olenna? Have you ever reaped the grain? Has anyone in House Tyrell? A lifetime of wealth and power has left you blind in one eye. You are the few. We are the many. And when the many stop fearing the few…",Lady Olenna.
4171,And more hands. How's Trystane?,He'll be alright.
4172,Why is it happening at all?,Your mother's worried about you. Threats have been made. Dorne is too dangerous for you. I've come to take you home.
4173,"This is my home, this has been my home for years. I didn't want to come here but she told me to. I did what she said, I did my duty and now she's forcing me to go back?",It's for your own good. These are complicated matters.
4174,How's your arm?,Wonderful. Wouldn't feel right to leave Dorne without a new scar.
4175,You think you're leaving Dorne?,No great hurry. Dornish women are the most beautiful women in the world.
4176,I'm not the most beautiful woman you've ever seen?,I've seen quite a few women in all the Seven Kingdoms.
4177,There was a what? In King's Landing you were saying.,Was I?
4178,Was I?,There was a woman more beautiful than I am.
4179,Was there? My memory's not what it was earlier.,How's your arm now?
4180,How's your arm now?,You seem concerned with it. You must really like me.
4181,And how about your head?,My head… You don't even wanna know what's going on in…
4182,The only antidote. Who's the most beautiful woman in the world?,Sorry? Who?
4183,Sorry? Who?,You.
4184,"You've always been rather impressed with yourself, haven't you?",The past is the past. The future is all that's worth discussing. The future of House Tyrell.
4185,"I promise you, Lord Baelish, that our fates are joined. Together we murdered a king. And if my house should fall, I would have nothing to hide. And if i should meet with some accident here at this broken little flesh market, they'll never even find what's left of you. So do you deny a part in all of this?",Cersei summoned me to King's Landing. I dared not refuse her.
4186,And what did she want?,"A piece of info that she know that I had. Neither silence nor lies were an option. But I have other information of which she is unaware. And as you say, our interests are aligned. I have a gift for you."
4187,What kind of gift?,The same kind I gave Cersei. A handsome young man.
4188,What are you doing?,Get him out of my sight.
4189,Who are you?,"I am the gift. It's a pleasure to meet you, Your Grace. My name is Tyrion Lannister."
4190,"This is horrible. Unacceptable. Are they feeding you enough at least? I brought you this. Venison. It's quite good. I had it myself for supper only last night. We did everything we could from the moment they took your brother. Tommen even went to the sept himself to confront the high sparrow, but I fear The Faith has left reason behind.",I know you did this.
4191,"Lies come easily to you. Everyone knows that. But innocence, decency, concern? You're not very good at those, I'm afraid. Perhaps that's why your son was so eager to cast you aside for me.",You're upset. You're not thinking clearly. I'll visit again when you've had a chance to calm down.
4192,Thank you. You saw her?,Yes.
4193,And?,Her accommodations seem sufficient. What happens to her now?
4194,Her accommodations seem sufficient. What happens to her now?,Well she and her brother are both being held under fair suspicion. A trial will be held for each of them to determine if they are guilty of any acts that might constitute a violation of the tenants of the faith.
4195,Who will stand judge?,Seven septons. As it was in all trials before the Targaryens.
4196,Will you be one of them?,I will.
4197,What does The Mother's mercy entail?,"It depends on the situation. The acts themselves, the degree of contrition."
4198,Did you know this chapel is one of the oldest structures in King's Landing?,I think I may have heard at one point.
4199,Who carved this altar do you know?,I'm afraid i don't.
4200,You will order her to let me go! I am the queen! I am the queen! Have you lost your mind? Let me go! You filthy… I am the queen! Let me go!,Look at me. Look at my face. It's the last thing you'll see before you die.
4201,You will not speak. How do I know you are who you say you are?,If only I were otherwise.
4202,If you are Tyrion Lannister why shouldn't I kill you? To pay your family back for what it did to mine,You want revenge against the Lannisters? I killed my mother Joanna Lannister the day I was born. I killed my father Tywin Lannister with a bow to the heart. I am the greatest Lannister killer of our time.
4203,You want revenge against the Lannisters? I killed my mother Joanna Lannister the day I was born. I killed my father Tywin Lannister with a bow to the heart. I am the greatest Lannister killer of our time.,So I should welcome you into my service because you murdered members of your own family?
4204,So I should welcome you into my service because you murdered members of your own family?,Into your service? Your Grace we have only just met. It's too soon to know if you deserve my service.
4205,Into your service? Your Grace we have only just met. It's too soon to know if you deserve my service.,If you'd rather return to the fighting pits just say the word.
4206,And why are you worth meeting? Why should I spend my time listening to you?,Because you can not build a better world on your own. You have no one at your side who understands that land you want to rule. The strengths and the weaknesses of the houses that will either support or oppose you.
4207,So you want to advise me. Very well. What would you have me do with him? I swore I would kill him if he ever returned.,I know.
4208,Why should the people trust a queen who can't keep her promises?,"Whomever Ser Jorah was when he started informing on you, he is no longer that man. I can't remember seeing the same man as devoted to anything as he is to serving you. He claims he would kill for you and die for you, and nothing I have witnessed gives me reason to doubt him. And yet he did betray you."
4209,Did he have an opportunity to confess his betrayals?,"Yes, many opportunities."
4210,And did he?,No. Not until forced to do so.
4211,So I should kill him?,"A ruler who kills those that are devoted to her is not a ruler that inspires devotion. And you're going to need to inspire devotion, and lots of it, if you're ever going to rule across the Narrow Sea. But you cannot have him by your side when you do."
4212,How will she serve him?,She will no longer turn left onto Ragman Lane. She will turn right and go to Ragman Harbor.
4213,What will she do there?,She will see.
4214,See what?,"How can a man tell a girl this. If he knew what she would see, there would be no reason to send her."
4215,Your oysters fresh?,Best in the city.
4216,You wouldn't lie to an old man would you?,Very nice. Give me 4. With vinegar.
4217,"Please I have 3 children. Without me-- here take it you have to, I have 3 children, what will they do? Please you have to! Please! You don't understand?",The man is a gambler. He wages that his sailor's ship will make it to its destination. It is a strange wager for the captain. He only wins if he loses his life.
4218,So why would a captain make the wager in the first place?,A girl tells a man that she has seen.
4219,"But perhaps the gambler loses his bet and decides that he doesn't have to pay after all. A destitute woman and her small child, what can they do to such a man if he keeps their money for himself? To whom can they turn for recourse?",The Many Faced God. You said you didn't know what I would see at the docks.
4220,And then what?,A gift for the Thin Man.
4221,And if she's not?,It is all the same to the Many Faced God.
4222,The charges?,"Fornication, treason, incest, the murder of King Robert."
4223,I wish you'd said it sooner. Any word from Jaime?,"I'm afraid not. Your Grace, Grand Maester Pycelle has summoned your Uncle Kevan back from Casterly Rock to serve as Hand of the King. He now presides over the small council."
4224,"What about my son, the king? If you can visit me then surely the king--","Your arrest, and Queen Margaery's arrest, the king has not taken well. He remains in his chambers, his servants often find his food in the hall. Left untouched."
4225,"Confess? To the High Sparrow? I won't. I made him. I rose him up from nothing, I will not kneel before some barefooted commoner and beg his forgiveness.",Goodbye my queen. The work continues.
4226,"Reek. Why did you tell him, Reek?","I was helping you. You were trying to escape, there is no escape. Not ever. Theon Greyjoy tried to escape. The master knew. He knows everything. He hunted him, he caught him, he strapped him to a cross, and cut away piece after piece until there was no Theon left."
4227,Only what?,I can't..
4228,"Tell me, they weren't what?!",They weren't...
4229,You didn't…?,"Do you know where they went, Bran and Rickon?"
4230,"Do you know where they went, Bran and Rickon?",I can't talk to you anymore.
4231,"And how high can Stannis' horses jump? Our walls have been full repaired our walls have been reinforced. We have enough food for six months. We are more prepared for a siege than they could have ever been. All we have to do is wait for them to freeze, starve, and mutiny.",You disagree?
4232,You disagree?,"Stannis isn't from the North. You are, father. I think you're missing an opportunity to show the people of the North how House Bolton treats southern invaders."
4233,And what do you recommend?,"That we not sit and wait to let Stannis to decide what type of fight this is going to be. That we hit first, and hit hard, and leave a feast for the crows."
4234,So have you decided yet? Whether I'm worthy of your service?,Have you decided yet whether you're going to have me killed?
4235,Have you decided yet whether you're going to have me killed?,It's probably my safest option.
4236,And what would your father do?,My father? Who publicly sentenced me to death? I'd say his thoughts on having me killed were abundantly clear.
4237,My father? Who publicly sentenced me to death? I'd say his thoughts on having me killed were abundantly clear.,Is that why you killed him?
4238,Is that why you killed him?,"Some day if you decide not to execute me, I'll tell you all about why I killed my father. And on that day, should it ever come, we'll need more wine than this."
4239,I'm terrible?,I've heard stories.
4240,Why did you travel to the other side of the world to meet someone terrible?,To see if you were the right kind of terrible.
4241,Which kind is that?,The kind that prevents your people from being even more so.
4242,Varys? King Robert's spy master?,Yes. He was the one who convinced me to come find you. He was my travelling companion before Ser Jorah seized that role for himself.
4243,But you trust him?,"Yes, oddly. He might be the only person in the world that I trust. Besides my brother."
4244,"Your queenly prerogative. I had given up on life until Varys convinced me you might be worth living for. You chop off my head? Well, my final days were interesting.",I'm not going to kill you.
4245,No? Banish me?,No.
4246,Advise you on what?,How to get what I want.
4247,I'm not entirely joking. There's more to the world than Westeros after all. How many hundreds of thousands of lives have you changed for the better here? Perhaps this is where you belong. Where you can do the most good.,I fought so that no child born into Slaver's Bay would ever know what it was like to be bought or sold. I will continue that fight here and beyond. But this is not my home.
4248,"And when you get back to your home, who supports you?",The common people.
4249,"Let's be generous and assume that's going to happen. Here in Slaver's Bay you had the support of the common people and only the common people. What was that like, ruling without the rich? House Targaryen is gone, not a single person who shares your blood is alive to support you. The Starks are gone as well, our two terrible fathers saw to that. The remaining Lannisters won't back you, not ever. Stannis Baratheon won't back you either, his entire claim to the Throne depends on the illegitimacy of yours. That leaves the Tyrells. Not impossible, but not enough.","Lannister, Targaryen, Baratheon, Stark, Tyrell. They're all just spokes on a wheel. This one's on top, then that ones on top and on and on it spins, crushing the people on the ground."
4250,I've been flogged if it makes you happy. I'm the best you've got. If I win at the Great Pit how much can you sell me for?,"You're a free man, you could have gone anywhere, why did you come back?"
4251,"You're a free man, you could have gone anywhere, why did you come back?",Let me fight for her and I belong to you.
4252,Thirsty? Confess.,"I'll get out of here, you realize. Before long."
4253,Does it hurt?,No.
4254,How are you?,I'm not the one who got punched and kicked in the face.
4255,Are you scared?,A little.
4256,Who's there?,Olly.
4257,Now then. How can I help?,It's about the Lord Commander.
4258,Yes?,He's going up to Hardhome to save all them wildlings. Wildlings killed my mom and dad. They killed everyone in my village.
4259,This wasn't a fight. We were farmers and they slaughtered us. So why's he saving them?,"Wildlings are people, just like us. There are good ones and bad ones."
4260,How can he trust him?,"I've seen the army of the dead. I've seen the white walkers, and they're coming for us, for all the living. And when it's time we'll need every last man we can find."
4261,But what if we let the wildings through the gates and they cut our throats while we sleep?,"Jon's taking a risk, but he has to. We don't stand a chance otherwise. Sometimes a man has to make hard choices, choices that might look wrong to others but you know are right in the long run."
4262,You believe that?,With all my heart.
4263,You trust me Jon Snow?,Does that make me a fool?
4264,Does that make me a fool?,We are fools together now.
4265,Last time I saw you the little crow was your prisoner. The other way around now. What happened?,War.
4266,You call that a war? The greatest army the North has ever seen cut to pieces by a southern king.,We should gather the elders find somewhere quiet to talk.
4267,Why aren't you in chains?,He's not my prisoner.
4268,What is he?,We're allies.
4269,"Is that right? You and the pretty crow do a lot of talking, Tormund. And when you're done talking, do you get down on your knees and suck his cock--",Gather the elders and let's talk.
4270,Since when do the crows give 2 shits if we live?,In normal times we wouldn't. But these aren't normal times. The white walkers don't care if a man's Free Folk or Crow. We're all the same to them. Meat to their army. But together we can beat them.
4271,"Beat the white walkers? Good luck with that. Run from them, maybe.",It's not a trick. It's a gift for those who join us.
4272,You saw this?,No. But I trust the man.
4273,And with the things we've seen you don't believe them?,Come with me and I'll share these weapons.
4274,Come with you where?,There are good lands south of the wall. The Night's Watch will allow you through the tunnel and allow your people to farm those lands.
4275,If…?,If you swear you join us when the real war begins.
4276,Where is Mance?,He died.
4277,How?,I put an arrow through his heart.
4278,"You vouch for this man, Tormund?","He's prettier than both my daughters, but he knows how to fight. He's young, but he knows how to lead. He didn't have to come to Hardhome. He came because he needs us. And we need him."
4279,How many are with us? 5000?,I'm not good at counting.
4280,Lokh kif rukh?,Shut the gate.
4281,So should you ! My little girl has gone on. They're gonna let them pass the wall even if you're not there ?,You have my word. I've given orders.
4282,Horses?,"We're still getting a count, but hundreds are dead."
4283,20 men rode into our camp without a single guard sounding the alarm?,The northerners know more about their land than we ever will.
4284,"And if Jon Snow refuses a boy with a scroll, what does the boy say? I didn't name you hand for your expertise in military matters, ride for Castle Black, don't come back empty handed.","Your Grace, perhaps Queen and Princess Shireen could accompany me."
4285,What's this one now?,The Dance of Dragons
4286,Do you like it?,He's beautiful.
4287,"Will you make me a doe, too, so that he can have company?",Of course I will.
4288,But why am I getting a present?,"Because you deserve it. My son was always on me trying to teach me to read. Gods, I was stubborn about it. Made it this far without reading, seemed to me I could make it to the grave. I wish I had listened to them. This is my own poor way of saying thank you for teaching me to be a grown up. I'll be gone for a few days, Princess. I'll want to hear all about the dance of dragons when I'm back."
4289,You don't like it?,You must be cold.
4290,Prince Trystane. How's your jaw?,A fleabite.
4291,What are you doing in Dorne?,"Looking out for the safety of my niece, the princess Myrcella."
4292,King Tommen insists on his sister's return to the capital?,I'm afraid he does.
