,Question,Answer
16278,Peter?,"Uh, no. It's Pinter. Does anyone want to use the bathroom?"
16279,"Uh, no. It's Pinter. Does anyone want to use the bathroom?","Oh, no. No. We're good. Let's get goin'. Alright. Watch it, funny man."
16280,"Elaine, have you noticed George was acting strange the whole flight?",No. What? Like what? What? Strange.. No. I..
16281,No. What? Like what? What? Strange.. No. I..,"Uh-huh. Hey, look what they had on the plane. Schnapps."
16282,"Hello, friend. Enjoying the flight?",Coach to India - The only way to go.
16283,You all right?,"Of course I'm all right. I'm here with my girl, Nina. And what better way to pass the time than gabbing with my best friend -- with whom there are no secrets. Like this. Since the fourth grade."
16284,"Hey, didn't I beat you up in the fourth grade?",Funny guy!  Right here!
16285,"By the way, you never said anything to George about Jerry and me, did ya?",Oh please.. It's in the vault.
16286,"Hey, what time is it?",You just asked me two minutes ago.
16287,"Hey, what time is it?","Ah, I'm not wearing a watch."
16288,Oh . Is this tooth chipped?,Yeah. How'd ya do that?
16289,Yeah. How'd ya do that?,I have no idea.
16290,"So, Jerry and Nina, huh?","Oh, Mm mm.. I'm not gonna tell you, any - more - things."
16291,Did I?,"Newman, I'm bored."
16292,Does your girlfriend have to be here?,Does yours?
16293,Does yours?,I'm just hanging out in this he'll-hole because of George.
16294,"Alright, come on, Newman. Now you gotta help me! What am I gonna do about FDR?",Why don't you just make another wish?
16295,Why don't you just make another wish?,"And how am I gonna do that, Toots?"
16296,"And how am I gonna do that, Toots?",What about a shooting star?
16297,What about a shooting star?,That's perfect.
16298,"Oh, come on. You know he's a postman, don't ya?",Heres your plane ticket.
16299,By flying half way around the world?,Spite Never sleeps (doing a little dance as she says it
16300,For how long?,Three days.
16301,"Hey - Hey Kramer, what are you doing? You want to borrow something? You want to eat something? Come on in!",Nah.
16302,You want to go to India?,I can't. I'm gonna drop dead.
16303,"Great!  Nina could go, huh? Jerry, this is great. You and Elaine. Me and Nina.","H-Hey, Kramer, wait up. I'll go with you."
16304,Jerry seem a little weird when I mentioned Nina?,Nina? Nina? No. Psshhh.. Not weird. No. Nina.
16305,Nina? Nina? No. Psshhh.. Not weird. No. Nina.,Why do you keep saying Nina?
16306,Why do you keep saying Nina?,I don't know. Nina. Nina!  I'm gonna go grab a bite.
16307,Wish?! Newman!,"Lomez, I'm Leavin"
16308,"Come on! Look, I'll give you my next birthday wish, huh?","Your next, fifty wishes."
16309,Jerry?,"Uh, we'll, you know, a coffee grinder is nice. Or a coffee maker. Everyone likes coffee. Anything to do with coffee. Maybe you should go get some coffee."
16310,Who else ya got back there?,"Look, there was an awkward moment in the conversation. It never happened before."
16311,You slept with Nina? What are you gonna tell George?,Nothing. And neither will you. George can never know about this.. It'll crush him.
16312,What combination?,Don't be ridiculous.
16313,So what?,And milk.
16314,Hello?,Hi. Mr. and Mrs. Ranawat?
16315,Hi. Mr. and Mrs. Ranawat?,"Please, call us Usha and Zubin."
16316,"You're not going to the wedding, are you?",We'll ...
16317,"You know, it's the only country that still has the plague?  I mean, the plague! Please!","Here's the registry. Send her a gift, and be glad you did not have to go."
16318,Really?,"Believe me. You know, I forgot how much fun it is hanging out with you."
16319,Are - are you dense? I said I wanted you to drop dead. Now.. drop dead!,I knew it.. Stupid Jerry..
16320,"Well, why?",I have my reasons.
16321,FDR?,"Yeah, Franklin Delano Romanowski. I go to his birthday part, and just before he blew out his candles, he gives me this look.."
16322,Stink eye?,Crook eye?
16323,Crook eye?,"EVIL, eye."
16324,"Oh, it's a bad day. Uh, you got everyone in your house, you're thinkin', `These are my friends?!`",Everyday is my birthday.
16325,So you think it's a non-vite?,"It's an un-vitation!  Hey, are you gettin' taller?"
16326,"It's an un-vitation!  Hey, are you gettin' taller?",Timberlands.
16327,"Jerry, would you make the call already?",What call?
16328,What call?,"He wants me to set him up with this girl, Nina Stengal."
16329,"Oh, the great conversation girl. The one you think can replace me?",I was kidding when I said that!
16330,You-you sure you never slept with her?  Perfect.,"Hey, how 'bout my friend, George? Quite a guy, huh?"
16331,"Hey, how 'bout my friend, George? Quite a guy, huh?",Ooh.. Something's not sitting right..
16332,"So, how come nothing ever happened between you and Nina?  Is there a problem with her? Is she a man?",Are you?
16333,Are you?,"Well, what's the reason?"
16334,"Well, what's the reason?",We we're too compatible Our conversations we're so engrossing.
16335,How engrossing?,"If we ever had a problem with Elaine, we could bring in Nina and not lose a step."
16336,"Wow! Heh. You don't, huh, have a replacement lined up for me, do ya? heh he he he he he...","Anyway, like I was saying, I couldn't make the transition from conversation to sex. There we're no awkward pauses... I need an awkward pause."
16337,Why?,"In any other shoe, I lose two inches. I - I can't have a drop down. We we're eye to eye, I can't go eye to chin!"
16338,"So, you're gonna wear 'em no matter what the situation?",In every situation. No matter how silly I look. Hm.. tastes a little funky.
16339,"Almost. Hey, new Timberlands?","Yeah, and a whole new me. I'm up two inches in these babies!"
16340,Really?,Five' eight. Five' seven.
16341,Jerry?,Nina?
16342,Nina?,Hi.
16343,"India? Tst, Yeah, right. I'm goin' to India..",And they call it the World Wide Web. You can e-mail anyone!
16344,"What are you, a scientist?!","Ah, I gotta go."
16345,Great talkin' to you. What the he'll is e-mail?,How as the date?
16346,How as the date?,Pretty good. I think she might be the one.
16347,What are you bringing snowballs in here for?,"Oh, I need some water. Ice it up nice and hard ... and when you throw it - Pop! Oh look,  there's my friend, FDR. I'm gonna nail him in the back of the head. It's gonna be great!"
16348,"Hey, let's go someplace else, Okay, Peter?","Oh, hey, how you doing?"
16349,"Oh, hey, how you doing?","Oh, hi. I-I'm Jerry Seinfeld. I'm movin' in. I saw your name on the buzzer - You must be Kessler."
16350,"Uh, you need any help, or..?","No, thanks. But I ordered a pizza. You want some of it?"
16351,"No, thanks. But I ordered a pizza. You want some of it?","Ah, no, no, no. I-I couldn't impose."
16352,Why not? We're neighbors. What's mine is yours.,Ohh  Really?
16353,Ohh  Really?,"Sari or Saree is,Ohh  Really?"
16354,"Sari or Saree is,Ohh  Really?","A long piece of cotton or silk cloth, constituting the principal garment of Hindu women, worn round the waist, one end falling to the feet, and the other crossed over the bosom and shoulder, and sometimes over the head."
16355,She ate breakfast naked?,She didn't even want a napkin.
16356,"It's like you're livin' in the Playboy Mansion! Did she, uh, did she frolic?",I don't really have enough room.
16357,Back together?,"His apartment was being fumigated, so we thought we'd give it another shot."
16358,So guess who called me last night? Jason Hanke.,'Stanky Hanke'? What did he want?
16359,'Stanky Hanke'? What did he want?,He called to apologize for standing me up five years ago.
16360,Why now?,A.A. It's one of the Twelve Steps. Step number Nine is you have to apologize to anyone you've ever wronged.
16361,Still with the neck hole?,Still upset. Very upset.
16362,What neck hole?,"Remember that New Year's party he threw a few years ago? He had that very drafty apartment, you know, I think on Ninth Avenue."
16363,"Remember that New Year's party he threw a few years ago? He had that very drafty apartment, you know, I think on Ninth Avenue.",Faster.
16364,"Well, it's funny. I mean, you have a big head. Or is it ''cause of your neck?","No, I think the head does most of the stretching."
16365,"Isn't this great? With those nerds in accounting moved, you and I are the only ones who use this bathroom.",Yeah. Great.
16366,"You went to the coffee shop without me? I told ya, I just wanted to hop in the shower.",That was an hour ago. What we're you doing in there?
16367,That was an hour ago. What we're you doing in there?,Showering. How long does it take you?
16368,Showering. How long does it take you?,Ten minutes.
16369,"Ten minutes? That's kooky talk. Hey Elaine, how long do you spend in the shower?",Ten minutes.
16370,So?,"So... we're the only women on the floor. I mean, we're like roommates. Would-would you use a seat protector if you had a roommate?"
16371,"So... we're the only women on the floor. I mean, we're like roommates. Would-would you use a seat protector if you had a roommate?","I think the damage is probably already done. All right! I'll get that. Well, maybe she just practices good hygiene."
16372,Zephyr? That is not a word.,Do you challenge?
16373,Do you challenge?,"No, I do not challenge."
16374,You want some more ice tea?,Sure.
16375,"Oh, you spoiled, spoiled man. Do you now how much mental energy I expend just trying to picture women naked?","But the thing you don't realize is that there's good naked and bad naked. Naked hair brushing, good; naked crouching, bad. Hey, there's Hanke."
16376,"What are you up to now, uh, Step Nine?",Yeah. Making amends.
16377,"Wha...? Oh, man! Geez! Look at that! I'm all lathery. Jerry, you got to show me what I'm doing wrong.","Oh, come on!"
16378,You promise you'll never come in here again?,"Oh, Jerry, you know I can't do that."
16379,That's Step Ten?,"All he has to do now is count his blessings, say a prayer, and he's done. Do you believe this?"
16380,"All he has to do now is count his blessings, say a prayer, and he's done. Do you believe this?","Come on, Jerry. How about a-a baggy swimsuit?"
16381,"Come on, Jerry. How about a-a baggy swimsuit?","You're not gettin' any skin, Kramer."
16382,These proofs look pretty good. Oh. Can I move this? Yup. I think this will work.,I'm... gonna get another bottle of water.
16383,Apology? For what?,A drafty apartment? A... sweaterless friend? A ball-game giveaway Metlife windbreaker?
16384,A drafty apartment? A... sweaterless friend? A ball-game giveaway Metlife windbreaker?,"George, come on, not that neck hole thing."
16385,You got a steak?,What happened to you?
16386,What happened to you?,"Ah, people in this city are crazy."
16387,What?,"Yeah, a different one."
16388,You got anything to snack on?,Uhh...
16389,"Peggy, we've got to talk. What is it about me that you find so offensive?",You seem to be with a lot of men.
16390,"What!? I happen to have a very steady boyfriend. You know, I mean, we broke up a few times and there has been an occasional guy here or... or there, but, wh-why is this your business?",It's not. Good day.
16391,"Oh. All right. You think I've got germs? I'll give you some germs. How about some for your keyboard, huh? Huh? Oooh, how about for your stapler. Hmmm? That's good, isn't it? You have a happy and a healthy.","Well, technically he did apologize."
16392,"So now you want an apology for the apology, plus the original apology?",That's right. I'm two in the hole!
16393,Did you explain to her about the good naked and the bad naked?,Where am I gonna get a fat guy and a cannonball?
16394,Where am I gonna get a fat guy and a cannonball?,"We'll... what if you showed up bad naked, huh? You still got that belt sander?"
16395,"We'll... what if you showed up bad naked, huh? You still got that belt sander?",Yeah.
16396,Hello?,"Hey, Jerry, guess where I'm calling from!"
16397,World War I plane?,"No, I'm in my shower. Well, you know, I'm trying to get out of the shower sooner, and then I ask myself, 'Why?' I mean this is where I want to be. So I got a waterproof phone, I shaved, I brushed my teeth, and now I ordered a pair of chinos from J. Crew."
16398,"No, I'm in my shower. Well, you know, I'm trying to get out of the shower sooner, and then I ask myself, 'Why?' I mean this is where I want to be. So I got a waterproof phone, I shaved, I brushed my teeth, and now I ordered a pair of chinos from J. Crew.",When are ya gettin' out?
16399,When are ya gettin' out?,"I'm not! I'll see ya later, buddy."
16400,"Oh, come on, we all have intense malaise. Right?","I just spoke with her, Elaine. She's in bed."
16401,"Yeah, let me tell you something this is all in her mind, OK? She is insane. She thinks I made her sick because I coughed on her doorknob, rubbed her stapler in my armpit, and put her keyboard on my butt. Yeah, she's a wacko.",So you're Jason Hanke's supervisor?
16402,So you're Jason Hanke's supervisor?,Sponsor.
16403,Is there some unresolved issue between you and Jason?,"I don't know. A little thing called Step Nine? Instead of an apology, he was beboppin' and scattin' all over me."
16404,"I don't know. A little thing called Step Nine? Instead of an apology, he was beboppin' and scattin' all over me.",I'm not sure what you want me to do.
16405,"Well, aren't you the boss of him? You shouldn't let him move up! When I was in the Cub Scouts, I got stuck on Weebolos for three years ''cause I kept losing the Pinewood Derby.","You're quite upset, George."
16406,Admit there's a higher power?,"Yeah, let him chew on that for a while."
16407,"You know George, I think I can help you. We're having a meeting tomorrow. Why don't you just come by?","All right. That's more like it. Thank you very much. By the way, my uncle was an alcoholic, so..."
16408,What are you doing?,"I found a rough spot on the kitchen floor, I thought I'd polish it up with this belt sander I have here."
16409,"No, not that. Why are you naked?",I thought naked is good.
16410,Where's Hanke?,Shhhhh.
16411,What? Rate-aholics?,"George, this can help you."
16412,"Excuse me. Am I talking to you, Pinhead? Am I?!",Please don't call me 'Pinhead'.
16413,He took you to Rage-aholics? Why?,Probably because this whole Universe is against me!
16414,"Oh, great. Elaine. What is wrong with my body?",Chicken wing shoulder blades.
16415,That's it?,"No, but that's one problem. Why?"
16416,"No, but that's one problem. Why?","Well, I was walking around naked in front of Melissa the other day--"
16417,Whoa! Walking around naked? Ahh... that is not a good look for a man.,Why not? It's a good look for a woman.
16418,Why not? It's a good look for a woman.,"Well, the female body is a... work of art. The male body is utilitarian, it's for gettin' around, like a jeep."
16419,So you don't think it's attractive?,"It's hideous. The hair, the... the lumpiness. It's simian."
16420,"Is, uh, David Puddy there?",This is Puddy.
16421,"Um, listen, you're a mechanic. Could you help me install a garbage disposal?","Well, it's a big job. You've got to dismantle the latch hasp from the auxiliary drainage line."
16422,"It's a misprint. What do you got, a Clarkman?",Yeah.
16423,Balloon bouquet? For who?,Peggy took a turn for the worst.
16424,"Peggy. Oh, great. I suppose she's still blaming me?",That's what he said.
16425,Huh?,I'm a recovering germ-o-phobe. Ten years.
16426,What is this symbol?,It's a germ.
16427,Don't you? Elaine.,Please!
16428,Really?,I still have trouble looking at those disgusting old bedroom slippers she slogs around in.
16429,So you... just learned to live with it?,For the most part.
16430,So I'm glad we had a talk and worked this out. Don't you feel this is better?,This is nice.
16431,"Hey, what are you doing tomorrow? I was thinking that we could go down...","Jerry? Jerry, are you listening to me?"
16432,"Jerry? Jerry, are you listening to me?",Oh... yeah. What? I'm sorry.
16433,Oh... yeah. What? I'm sorry.,I wanted to know what you're doing tomorrow.
16434,So you broke up?,"We couldn't carry on a conversation. I kept trying to picture her naked, she kept trying to not picture me naked."
16435,So what are you up to?,"Oh, just cooking up a little thank you for Puddy. Hey, how do you make those radish roses?"
16436,"Oh, just cooking up a little thank you for Puddy. Hey, how do you make those radish roses?","Insert a knife into the center and twist. Then, to make it bloom, soak it in water for thirty to forty minutes."
16437,"Well, I'm here. What is it?","Well, I talked to my sponsor, and, uh, I've thought it over, and, you know, my apology at the coffee shop was sarcastic, and rude, and you deserve much better."
16438,Can I get a Triple Minute Man Mint?,Waffle or sugar cone?
16439,Waffle or sugar cone?,"Uh, excuse me, uh, um, Jason. I don't want to get into a big thing here, but... I'm not sure if, technically, what you just said was actually an apology."
16440,What?,Can you get on that cone?
16441,Can you get on that cone?,"Would you hang on just a second, son? George, what are you talking about?"
16442,"Would you hang on just a second, son? George, what are you talking about?","Well, it's just, all you said was 'your welcome', which is nice. It's very nice. But... I feel I gotta get the apology."
16443,Is there anybody else here but you?,"I'm alone, and it's my second day. You know, I don't even think we have that flavor so... George, really, enough, ok? You know, I-I admitted I was wrong, so what more do you want from me?"
16444,"I'm alone, and it's my second day. You know, I don't even think we have that flavor so... George, really, enough, ok? You know, I-I admitted I was wrong, so what more do you want from me?",I would like an apology.
16445,Did you try it?,"No, this guy doesn't know what he's doing."
16446,"Oh, yes I do. Yes, I do. OK? I'm interacting with someone here, if you can understand that. Now, I'm sorry.","Baah! There it is! You just said it! That's what I want! Now say it again, and tell it to me."
16447,"I'm not saying anything to you. I'm not sorry. I was never sorry. It was cashmere. I hate Step Nine! Where's that Rum Raisin? Where is it? Can't find anything. I need a drink. Ah, daquiri ice. Here we go. What are you looking at? Get out! Come on, can't you see we're closed?! Get out!","Mmm. This food is fantastic, PEGGY And what a pretty radish rose, huh?"
16448,"Mmm. This food is fantastic, PEGGY And what a pretty radish rose, huh?","Well, thank you."
16449,You have a garbage disposal in your bathtub?,"Oh, yeah, and I use it all the time. Yeah, I made this whole meal in there."
16450,This food was in the shower with you?,Mm-hmm. I prepared it as I bathed.
16451,"Excuse me. Is this, uh, Rage-aholics?","No, germ-o-phobes."
16452,Thanks. What are you guys doin' here?,Kramer.
16453,"So.. Whatley's still Jewish, huh?","Oh, sure. With out the parents, it's a breeze."
16454,eh?,eh.
16455,You have a standard fake?,Mm-hmm.
16456,"They're snaps. Listen, maybe we should, uh, go out some time?",Why don't I give you my phone number?
16457,Why don't I give you my phone number?,Hey.
16458,Hey! How'd it go with the cocktail franks?,Great! I ate the entire platter! Had to call in sick today.
16459,Didn't you call in sick yesterday?,"Hey, I work for Kruger Industrial Smoothing `We don't care, and it shows.`"
16460,You're gonna open your mail here?,"Hey, at least I'm bringing something to this. `Have you seen me?` Nope. Woah, something from Whatley."
16461,"Hey, at least I'm bringing something to this. `Have you seen me?` Nope. Woah, something from Whatley.","See? You give, and you get."
16462,"See? You give, and you get.",`This holiday season a donation has been made in your name to the Children's Alliance.`?
16463,`This holiday season a donation has been made in your name to the Children's Alliance.`?,"Oh, that's nice."
16464,Don't you see how wrong that is?! Where's your Christmas spirit? And eye for an eye!,Hey!
16465,`Atomic Sub`? Why are you eating there?,"I got a card, and they stamp it every time I buy a sub. 24 stamps, and I become a submarine  captain."
16466,What does that mean?,Free sub.
16467,What?,Nothing. It's a card from my dad.
16468,"What is it?  `Dear son, Happy Festivus.`What is Festivus?","It's nothing, stop it.."
16469,"And instead of a tree, didn't your father put up an aluminum pole?",Jerry! Stop it!
16470,And weren't there a feats of strength that always ended up with you crying?,I can't take it anymore! I'm going to work! ARe you happy now?!
16471,I can't take it anymore! I'm going to work! ARe you happy now?!,"Oh, I can't believe it! I've lost my `Atomic Sub`card!.. Oh no! I bet I wrote that fake number on the back of it when I gave it to denim vest!"
16472,So?,"I've eaten 23 bad subs, I just need 1 more! It's like a long, bad movie, but you want to see the end of it!"
16473,"So, why don't you just try your blow-off number and see if he's called it?",That's a good idea.
16474,"Yeah, Go! Wha.. really? Yeah, ok. Yeah! Bye. Great news! Yeah, the strike has been settled. I'm going back to work.",What strike?
16475,What strike?,"Yeah, H&H Bagels. That's where I worked."
16476,You?,Worked?
16477,Worked?,Bagels?
16478,Bagels?,"Yeah. Look, see. I still have my business card. Yeah, we've been on strike for 12 years."
16479,What we're your.. demands?,"Yeah, 5.35 an hour. And that's what they're paying now."
16480,Why didn't you ever mention this?,"Jerry, I didn't want you to know I was out of work. It's embarrassing!"
16481,Who are you?,Cosmo Kramer.. strikes over.
16482,Huh.. wha- Didn't any of the guys come back?,"NO, I`m sure they all got jobs.. like, ten years ago."
16483,"Alright! Toss me an apron, let's bagel!  What are those?",Those are rasin bagels.
16484,Elaine Benes?!,"You make a lot of man friends. You know who's a man? Charlie here, he's a man. You know who else? Me. I'm a man."
16485,"You make a lot of man friends. You know who's a man? Charlie here, he's a man. You know who else? Me. I'm a man.",I'm a man.
16486,"My number? Ohh.. Okay.. Uh, we'll, there you go. And, uh, tell you what.. put a sawbuck on Captain Nemo in the third at Belmont.","Hey, Jerry."
16487,What's up?,"Actually, I'm having dinner with a girl I met at your party."
16488,Gwen?,Yeah.
16489,Really?,"Yeah! Come on, our table is ready."
16490,"So, attractive one day - not attractive the next?",Have you come across this?
16491,Have you come across this?,"Yes, I am familiar with this syndrome -- she's a two-face."
16492,Like the Batman villain?,If that helps you..
16493,`A donation has been made in your name to the Human Fund.`- What is that?,Made it up.
16494,What do you think?,It has a certain understated stupidity.
16495,How was your first day?,"Oh, fantastic!  It felt so good to get my hands back in taht dough."
16496,Your hands we're in the dough?,"No, I didn't make these bagels. Yeah, they're day-olds. The homeless won't even touch them. Oh, we try to fool them by putting a few fresh ones on top, but they dig.. they, they test."
16497,What's Festivus?,When George was growing up..
16498,Frank invented a holiday? He's so prolific!,"Kramer, listen, I got a little phone relay going, so, if a guy calls H&H and he's looking for me, you take a message."
16499,You're still trying to gget that free sub?,"Hey! I have spent a lot of time, and I have eaten a lot of crap to get to where I am today. And I am NOT throwing it all away now."
16500,Is there a captain's hat involved in this?,Maybe.
16501,"Kramer, I got your message. I haven't celebrated Festivus in years! What is your interest?","Well, just tell me everything, huh?"
16502,"Well, just tell me everything, huh?","Many Christmases ago, I went to buy a doll for my son. I reach for the last one they had - but so did another man. As I rained blows opon him, I realized there had to be another way!"
16503,What happened to the doll?,"It was destroyed. But out of that, a new holiday was born. `A Festivus for the rest of us!`"
16504,Not if you could see our books.. what's this?,The Human Fund.
16505,Is there a tree?,"No. Instead, there's a pole. It requires not decoration. I find tinsel distracting."
16506,Kramer! Kramer.. any word from the vest?,"No. Ah, listen, Harry, I need the 23rd off."
16507,What?,You know you're infringing on my right to celebrate new holidays..
16508,What? You're siding with management?!,"No, I just.."
16509,You we're expecting someone else?,You never know.
16510,"So, uh, what do you feel like eating? Chinese or Italian?",I can go either way.
16511,"So, she was switching? Back and forth?","Actually, the only place she always looked good was in that back booth over there."
16512,"I can't just keep bringing her to the coffee shop. I mean, what if things, you know, progress?",Lights out.
16513,What is that? Is taht the pole?!,"George, Festivus is your heritage - it's part of who you are."
16514,"So, you ready to go?","Uh, why don't we stay here? The back booth just opened up. Now this is a good looking booth."
16515,"Uh, why don't we stay here? The back booth just opened up. Now this is a good looking booth.","Protect Festivus! Hey, no bagels, no bagels, no bagels,"
16516,What did you do?,You've been warned.
16517,Can we still make bagels?,Sure. It's just a little steamy.
16518,Hey! How do you like your bagels now?!,"George, I got something for you. I'm suppose to find a charity and throw some of the company's money at it. They all seem the same to me, so, what's the difference?"
16519,"George, I got something for you. I'm suppose to find a charity and throw some of the company's money at it. They all seem the same to me, so, what's the difference?",20 thousand dollars?
16520,20 thousand dollars?,"Made out to the Human Fund. Oh, damn. I've locked myself out of my office again. Oh we'll. I'm going home."
16521,"Jerry, how many times do we have to come to this.. place?",Why? It's our place.
16522,Why? It's our place.,I just found a rubber band in my soup.
16523,20 thousand dollars from Kruger? You're not keeping this.,I don't know.
16524,Excuse me?,I've been doing a lot of thinking. This might be my chance to start giving something back.
16525,You want to give something back? Start with the 20 thousand dollars.,I'm serious.
16526,You're going to start your own charity?,"I think I could be a philanthropist. a kick ass philanthropist! I would have all this money, and people would love me. Then they would come to me.. and beg! And if I felt like it, I would help them out. And then they would owe me big time!  .. First thing I'm gonna need is a driver.."
16527,And?,Free sub. I'll see ya.
16528,Hmm?,It's Elaine.
16529,From Tim Whatley's party?,Yeah.
16530,I see you're still sticking with the denim. Do you have that card that I gave you?,"Well, I had it back at my place, but I can't go there now.. I'll give it to you later, or something."
16531,Okay. Sure. Do you have the mumps?,No.
16532,Typhoid?,No.
16533,Vemonous?,"Festivus, Sir. And, uh, I was afraid that I would be persecuted for my beliefs. They drove my family out of Bayside, Sir!"
16534,"Are you making all this up, too?","Oh, no, Sir. Festivus is all too real. And.. I could prove it - if I had to."
16535,George? This is a surprise. Who's the suit?,"Yo, dad. This is my boss, Mr. Kruger."
16536,"Have you seen the pole, Kruger?","Dad, he doesn't need to see the pole."
16537,I didn't have time to go home. What are you doing here?,Embracing my roots.
16538,They nailed you on the 20 G's?,Busted cold.
16539,What are you doing here?,"Damnedest thing.. me and Charlie we're calling to ask you out, and, uh, we got this bagel place.."
16540,Dr.. Van Nostrand?,Uh.. that's right.
16541,Gwen! How'd you know I was here?,Kramer told me.
16542,"Hey, how'd my horse do?",He had to be shot.
16543,I thought you we're on strike?,"Well, I caved. I mean, I really had to use their bathroom. Frank, no offence, but this holiday is a little  out there."
16544,Kramer! You can't go! Who's gonna do the feats of strength?,How about George?
16545,How about George?,"Good thinking, Kruger. Until you pin me, George, Festivus is not over!"
16546,"When are they gonna have the flying cars, already?","Yeah, they have been promising that for a while.."
16547,"What about Harrison Ford? He had one in, uh, Blade Runner. That was a cool one.","What's the competition, Chitty Chitty Bang Bang?"
16548,"What's the competition, Chitty Chitty Bang Bang?","Well, what do you think the big holdup is?"
16549,"Well, what do you think the big holdup is?",The government is very touchy about us being in the air. Let us run around on the ground as much as we want. Anything in the air is a big production.
16550,"Yeah, right. And what about the floating cities?",And the underwater bubble cities?
16551,And the underwater bubble cities?,It's like we're living in the '50s here.
16552,"Would you stop it? You'll have plenty of time to destroy it after I get it. Hey, George, I'm buyin' this car.",Shhh What is wrong with you? You never tell 'em you like the car. You're not sure what you want. You don't even know why you're here.
16553,Shhh What is wrong with you? You never tell 'em you like the car. You're not sure what you want. You don't even know why you're here.,You're getting that vein again.
16554,Since when is Elaine's boyfriend selling cars? I thought he was a mechanic.,I guess he graduated.
16555,"Puddys just gonna give you the car, huh?  You'll see. First they stick you with the undercoating, rust-proofing, dealer prep. Suddenly, you're on your back like a turtle.",All right. Calm down.
16556,"You've got a good eye, there. I see you've noticed the uni-body construction. I'm Rick. Are you looking to buy or to lease?","Uh, borrow. It's for my friend. Yeah, he'll be buying.."
16557,"Yeah, neighbor. That's right. Yeah, why don't we take this boiler out for a shakedown huh?","Look at these salesmen. The only thing these guys fear is the walk-out. No matter what they say, you say, `I'll walk out of here right now!`"
16558,Can I help you with something?,Hold it! One more step and we're walkin!
16559,Ah. Whered you go?,"Uh, to a restaurant."
16560,"David, can you tell me where the Xerox machine is?","Oh, sure, babe. Salesman-only copy room  right there."
16561,"Well, it's a test drive, right? I never drive around here. If I'm gonna recommend this car, I need to see that it'll handle my daily routine.",We'll where are we going?
16562,We'll where are we going?,"Just a little place I like to call, `You'll see`."
16563,I'm starving. You got any of those free donuts you use to soften people up?,By the service department.
16564,"So, Puddy, this is a pretty good move for you, huh? No more `grease monkey`.",I don't care for that term.
16565,"Hey, hey, hey! What's goin on here?  You didn't agree to anything, did ya?",No. We both just saw the same monkey.
16566,Where's your money?,I'm here helpin you.
16567,Hey. Where's Puddy? The copy machine is broken.,"Heh, heh, heh. That's what they want you to think."
16568,"Hey, Elaine, have you noticed your boyfriend has developed an annoying little habit?",The squinting?
16569,The squinting?,No.
16570,The staring?,No. He keeps asking me to give him a high-five.
16571,It's that bad?,What do you think the Nazis we're doin?  That was the heil-five.
16572,What do you think the Nazis we're doin?  That was the heil-five.,"Isn't that from your act, like, ten years ago?"
16573,"Isn't that from your act, like, ten years ago?","It was a good bit in the 80s, and it's still relatable today."
16574,"Um, David, you know what? Can you come help me fix the copy machine? Come.",You owe me five.
16575,"Ah, excuse me. Do you have, uh, change of a dollar?",No.
16576,"Could I, uh, could I trade you for another dollar?",Don't have one.
16577,"Perhaps you could look again, please? I'm very hungry.",We had donuts earlier.
16578,"I guess everyone here enjoys giving the old screwgie, huh?! You're all doin a he'll of a job!  Ho, ho. What I would do with you..","Uh, Mr. Kramer, we're really not allowed to use the cars to run errands."
16579,"Now look, Rick. I'm very close to giving this car, that my celebrity friend is considering, my full endorsement. Oooh, Let's see if I can get a smile from these femininas.. Hey, Ladies!  It's the Saab 900! What do you think? Can I interest you in a little supplemental restraint?!  Geez",I think the candy comes out over there.
16580,"Either that, or they've got a weird little hang-up about lying face-down in filth. Why don't you just go to the cashier?",The cashier is at lunch - which is where I'd like to be.
16581,How much was under there?,I think somethin bit me. I just need another nickel.
16582,"Hey, Puddy thinks I should go for the CD player. What do you think?","Ho, ho, ho! He's got a live one. He's just reeling his big fish in!"
16583,"Hey, can I have my dollar back?",It's wrinkled. It's worthless.
16584,They did?,Last one.
16585,"Oh? Well, how much gas do you think is in there right now?","Well, it's on `E`."
16586,"As you will see, the candy bar is paid for, and yet, remains dangling in the machine. Hey, it's gone. Where is my Twix?  What?! That guys eatin it!","Well, how do you know that ones yours?"
16587,"Well, how do you know that ones yours?","Uh, it was dangling! There we're only two left in the machine! He must've bought one, and gotten both."
16588,"Sir, are you gonna buy a car?","No!  Hey! Hey! I see you! That is my Twix!  Oh, ha, ha! Ho, ho!"
16589,What did I tell you about that?,"Ah, I, I'm sorry, but the high-five is just so stupid."
16590,Oh yeah? I'll tell you what's stupid. You. Stupid.,"Oh, that is really mature."
16591,Yeah? So are you. You're the grease monkey.,Uh that doesn't make any sense. I am leaving.
16592,"Oh, so you're leaving?",That's right. High-five!  On the flip side!  Takin me to Arbys
16593,Hey! Wh-where are you?,Let's finish this up.
16594,Did you two break up?,"That chicks whacked. We're history. I just left out a couple of things uh, rust-proofing"
16595,`Rust-proofing`?,"Transport charge, storage surcharge, additional overcharge, finders fee"
16596,`Finders fee`? It was on the lot!,"Yeah, that's right. Uh, floor mats, keys"
16597,Keys?!,How ya gonna start it?
16598,How ya gonna start it?,"Excuse me. I believe you just ate my Twix bar. It was dangling. And when you purchased your Twix bar, you got a little freebie, and you never bothered to ask why, or seek out it's rightful owner."
